label,value,cnt
Ölçü / çəki,"440 × 270 × 43 mm, 3.7 kq",1
Part number,CE413A,1
Təsvir,"The 2E KS260 membrane wireless keyboard is the embodiment of minimalism, functionality and reliability. This model will be a good choice for those who appreciate elegant design and comfort of use. One of the main advantages of the keyboard is its moisture resistance, so there is no reason to worry too much if you accidentally get liquid on it, because you can continue working after removing it.",1
Operating temperature,0-40 °C,7
İnterfeys,Serial ATA,11
Çipset,Broadcom 5719,1
Uyğunluq,"Headphones, Smartphone",2
Bluetooth,BLE,4
Model,SMC1500IC,1
Mount dimensions,116x308x561 mm / dirək hündürlüyü 407 mm,1
Part number,SP-CONSOLE-USB-10,1
Region,EMEA,4
Qoruma,IP55 (toza və suya davamlı rezin örtük),2
Uyğunluq,Windows 10/7 and previous versions / macOS / Linux,4
Enerji,"typical 315 W, maks. 530 W, standby 0,5 W",3
Cable length!,1.5 m,1
Tip,Professional IP Phone,2
Qutuda,"Pult, USB-C→USB-A kabel",1
Tip,NAS HDD (Seagate IronWolf),3
Platform,"Xbox Series X|S, Xbox One (licensed)",1
Qidalanma,802.3at Class 4 PoE,1
Tip,Briefcase,1
Skaner tipi,Flatbed scanner,2
USB Type-C required charging power (max),5 W,1
Qidalanma,CR2032 batareya,3
Port 1 output current,4.8 A,1
Model,US216,2
Ölçülər (təxmini),38 × 121 × 114 mm,1
Seriya,"Yandex Stansiya Mini Plus (Mini 2, saatlı)",4
Socket,3.5 mm 4-pin gold-plated 3.5 mm (1/8 inch) plug,1
AC çıxış gücü,300 W (ümumi),1
Davamlılıq,MIL-STD-810 q 516.6 (1.22 m düşmə),6
Seriya,Amplon RT Gen3 (Standard Runtime),1
Parallel,2+1 redundansiya (10 kVA modellər),2
Part number,R2X16A,1
Ekran,"14"" WUXGA / OLED Touch (ThinkPad T14s 2-in-1 Gen 1 platform)",1
Şarj temperaturu,0°C ~ 40°C,5
Yığılan kabel,"təxminən 0.7 m, USB-C",1
Part number,2E-MG350UB-WL,1
PoE,"421 W, IEEE 802.3af/at, 48 port",1
Proqram,"Vertiv Power Insight, Trellis, LIFE Services",1
Part number,AP32GAH180R-1,1
"19"" rels","4 ədəd, 1U nömrələnmiş, dərinlik tənzimlənən",2
Dizayn,Gizli yan düymə (qapaqsız),1
Maximum diagonal,"55""",1
Model,HP OmniBook Ultra Flip,3
Disk yuvası,"8 × SFF 2.5"" (backplane ayrıca seçilir)",1
"Çap sürəti (qara, ISO)",27 səh/dəq,1
Yaddaş,1TB PCIe-4x4 2280 TLC M.2 SSD,3
Part number,8T1N7EA,1
Battery powered,2xAAA,2
Fırlanma,15 000 dövr/dəq,2
Part number,22AY005JFW,1
Gərginlik,1.5 V,12
Qida kabeli,0.2 m,3
Tezlik,20 - 20000 Qts,1
Part number,RZ01-05330200-R3G1,1
Rəng,Blue,2
Ölçü,"127,1 × 77,4 × 8,7 sm (50.04 × 30.47 × 3.43 in)",1
Part number,64ADGAT1EU,1
DRAM cache,256MB,1
OS Compatibility,Windows (10/7 and earlier versions) / Mac OS / Linux,2
Giriş interfeysi,USB Type-A,1
Tip,Outdoor dual-band Access Point / Client Bridge / WDS (EnGenius EnJet/EnSky),1
USB,"1 × USB 3.2 Gen 1 + 2 × USB 2.0, USB Copy",3
Antenna,BeamFlex+ · 4000+ patterns/band · up to 4 dBi,1
Maks. ümumi uzunluq,10 m (əsas lent + uzadıcılar),1
Montaj,Tavan/divar klip dəstdə; flush sleeve R9B36A ayrıca,1
CPU,"AMD Ryzen 7 7000 8C/16T, burst 5.3 GHz, Radeon Graphics, AES-NI",2
Seriya,Razer Kraken V4,1
Model,SRTG5KXLI,1
Soyutma,Maximum Performance fan dəsti,1
İki kanallı çəkiliş,Arxa kamera (RC06) və daxili salon kamerası qoşulma dəstəyi,1
Tezlik,1600 MHz (PC3-12800U),4
Xüsusiyyət,"adjustable shoulder strap removable, cushioning, anti-slip belt",1
EPTZ,elektron pan/tilt/zoom,1
Ölçü / çəki,"96.5 × 53.6 × 12.5 mm, 75 q",3
Növ,LTO-9 WORM lent kartric dəsti,1
Tip,FortiSwitch 224E-POE — Layer 2/3 Secure Access PoE+,1
Anti-ghosting,Bəli,2
Model,Dell 2.4TB Hard Drive SAS ISE 12Gbps 10K 512e 2.5in Hot Plug with 3.5in HYB CARR,1
Part number,ad1TBG55HM2P,1
Protection,Child Safety Protection / IP 20 / With overvoltage protection,1
Zəmanət,3 il (batareya daxil),3
Tip,Bütün ev üçün Mesh Wi-Fi 6 sistemi (2 moduldan ibarət komplekt),1
Tətbiq,Ofis / call center (DECT baza stansiyası ilə),1
Seriya,Evolve 20,1
Çəki,415 q,1
Part number,AG32GB56C46N5S,1
Ekran,Kiçik LCD,1
Part number,FG-40F-3G4 q,1
"Çap sürəti (rəng, draft)",22 səh/dəq,1
Bağlantı,Bluetooth + Jabra Link 390c (USB-C),1
USB-A çıxış,5 V/3A · 9 V/3A · 12 V/1.5A · 10 V/2.25A · 22.5 W maks,3
Çəki,890 q,2
Part number,EWS357-FIT,1
Ekran,"27"" Full HD (1920×1080) IPS/UWVA 300 nit 100 Hz",1
Çıxış,30 W Class 4 (802.3at),1
Tip,Wi-Fi Access Point (WLAN AP),1
Prosessor,1000 MHz,1
Polling,8000 Hz (naqilli),1
Part number,AD2Y9ET,1
Part number,P43019-B21,1
Model,F-MM850-300 m-10 q,1
Part number,BE1P9AA,1
Korpus,Soft-touch plastik,11
Çəki,98 q,3
Tutum,240 GB,1
Base,5 telefon / BS,1
Part number,FON-580,1
Part number,21Q6001PFW,1
Səs,<53 dBA,1
Volume,0.0439 m³,1
Yaddaş form faktor,288-pin DIMM,4
Ölçü / çəki,"308 × 136.4 × 49.6 mm, 580 q",1
Ölçülər,482 × 42.8 × 678 mm (PSU səthinə qədər),1
Çəki,"1,76 kq",3
Part number,2EDGEIFUSB,1
Tutum,1.92 TB,4
Protokollar,"PD 3.0/2.0, PPS, QC3.0, FCP, AFC, SCP, BC1.2",1
Tip,"FortiGate 101F — 1U NGFW + SD-WAN, dual PSU + SSD",1
Tutum,10 000 mAh,2
Part number,SFYR2S/1T0,1
Düymə sayı,106 pcs,2
Tip,USB-A idarəetmə konsol kabeli,1
Part number,2E-U05ES15M10WH,1
Batareya,VRLA · 1 × 12 V × 7 Ah,1
Qeyd,DEMO,1
Kontroller,Marvell AQtion AQC107,1
Paket,"20 kartric, custom barcode etiketi, plastik qutular",1
Ölçü,124 × 67 × 38 mm,4
Host interfeys,USB 2.0,1
İş temperaturu,0°C ~ 50°C,2
Part number,B72U6ET,1
Model,Dell 64GB - 2Rx4 DDR4 RDIMM 3200MHz,1
Part number,8A4G4EA,1
Tutum,64GB,4
Protokollar,"PD 3.0, PPS",1
Mute,Bəli,4
Həcm,17 L,1
Uyğunluq,"Instant On injektor, adapter və seçilmiş AP/switch PSU",1
Tip,Tavan montaj bracketi (AP-MNT-D),1
Ölçülər,581 × 445 × 306 mm,1
Part number,006R04387,1
Əlavə xüsusiyyətlər,"SSD Opal şifrələmə; Korpus: PC + 20% CF (top), PC + 20% CF (bottom)",2
Part Number,9A273AA,1
Part number,SDCS2/32GB,1
Düymə,6 proqramlaşdırılan,2
Hündürlük,27.2 mm,1
Çəki,340 q,3
Model,YNDX-00027LIL,1
Part number,470-BCFW,1
RGB,Per-key RGB,15
Platforma,Xbox Series X/S və PC,1
Konnektor,CEE 7/7 (EU)  →  IEC 60320 C6 (cloverleaf / Mickey Mouse),1
Tip,Indoor Wi-Fi 6 Access Point,1
Yaddaş,512 GB SSD | M.2 2242 | PCIe 4.0,6
Portlar,8 × RJ-45 10/100/1000 Mbps (hamısı PoE+),1
Model,GRP2601P,1
Ekran,"16"", WUXGA 1920x1200, IPS, 300 nits, 60 Hz, Non-Touch, Anti-glare, 45%NTSC",2
Part number,P51178-B21,1
Bağlantı,Bluetooth 5.2 + Jabra Link 390a (USB-A) MS adapter,1
Part number,FAP-231 q-E,1
Çəki,13 q,3
Crest factor / on-line qoruma,On-Line UPS,1
Seriya,addlink Premium MicroSDXC,1
Parlaqlıq,420 cd/m² (typical),1
Portlar,24 × Gb RJ45 PoE,1
Part Number,4P5Q1AA,1
Zəmanət,5 il,70
USB,2 × USB 2.0 + 2 × USB 3.2 Gen 1,1
DP Alt Mode,Bəli,1
Privacy cover,bəli,1
Seriya,Kingston DC600 m (Mixed Use),5
Tip,Compact Hotel IP Phone (rəngli ekran),2
Volume,0.0658 m³,1
Part number,DTXM/256GB,1
Ölçü / çəki,"173 × 97 × 29 mm, 310 q",1
Model,4GB DDR3 1333 VLP REG DIMM (Very Low Profile),1
Tutum,2600 səhifə,2
Batareya / adapter,"57 Wh, 3 cell, 65 W adapter",1
Part number,2E-GC-BUS-WELG,1
Category,standard/office,2
Həcm,4 GB,7
USB,Ön 1× USB 3.0 + iLO service; arxa 2× USB 3.0; daxili 2× USB 3.0,1
Eyni anda cihaz,2,12
Tip,Portable speakerphone,1
Part number,Ad32GB56C46P5U,1
Model,GRP2602P,1
Çəki,129 q,1
Additionally,Coating – glossy polyester / Original print with the image of a capybara,4
Portlar,24 × Gigabit Ethernet,1
Səs,maks. 55 dBA @ 1 m,1
Forma,"3.5"" (hündürlük 20.20 mm)",1
Power Supply,Battery LR44 (dəstdə),1
Güc,"8,2 Vt (3 m)",1
Çəki,1.01 kq,6
Model,RG-NBS3100-8GT2SFP-P,1
Tip,8-xətli rəngli sensorlu Gigabit IP telefon (Executive),1
Güc,450 W,1
Model,Dell High-TDP heatsink,1
Model,MG340 (2E-MG340UB),1
Model,YNDX-00025-YELLOW,1
Model,PB720,1
Tip,"FortiSwitch 110 q-FPOE — Layer 2 Multi-Gig PoE-bt Secure Access, fanless",1
Portlar,"USB-C + USB-A hybrid, dual display, RJ45",1
Kabel,3 m,6
Qulaqlıq tipi,Binaural,2
Uyğunluq,YNDX-00544 ağıllı LED lent,1
DPI,1600 dpi / 1000 dpi / 1200 dpi,2
Part number,QSW-M408-4C,1
Part number,B0CG3UT,1
PoE,"IEEE 802.3at, 24 × PoE+ port, ümumi büdcə 170 W (port başına max 30 W)",1
Çəki,2.03 kq,1
İdarəetmə,FortiLink (FortiGate) və ya standalone FortiSwitchOS / Web GUI / CLI,17
Seriya,Razer DeathAdder V3,1
Antenalar,Daxili (Internal Antennas),1
Brend,Cisco,22
Davamlı ötürmə,"270 MB/s / 258 MiB/s (davamlı, OD)",1
Model,YNDX-00521,1
Ekran,"2.7"" kapasitiv rəngli toxunma",1
Seriya,Nexode,5
Klaviatura,işıqlı,12
Tip,Cloud idarə olunan wall-plate Access Point (EnGenius Cloud),1
Zigbee,3.0,12
Tip,Over-ear simsiz qulaqlıq,2
Ölçü,406 × 360 × 309 mm; çəki 8.6 kq,1
Növ,Baffle kit,1
Ölçülər,"26.7x432.17x132.13 mm (klaviatura), 36.36x60.4x109.78 mm (siçan)",1
Interface,USB / RS-232 / optional SNMP adapter,2
Tip,Table stand (masa dayaqı),1
Part number,EWS1200-28TFP,1
Batareya / adapter,58 Wh,1
Model,Lenovo ThinkPad T14s Gen 6,3
Keş,18 MB L3,1
Kamera,"13 Mp, 120° baxış bucağı, mexaniki pərdə",4
Compatibility with fasteners VESA,75x75 mm / 100x100 mm,6
Çıxış,15.4 W Class 3 (802.3af),1
Tip,Layer 3 Managed Switch (fiber-focused),1
Dinamik,2 genişzolaqlı 50 mm + 1 LF 100 mm + 2 passiv radiator,4
CAS latency,CL16-18-18,2
Korpus materialı,plastic,12
Xətlər / SIP,6 line keys · 16 SIP accounts,1
İnterfeys,1 × USB 3.2 Gen 2 Type-C (10 Gbps),1
Part number,4X31R64481,1
Part number,P87466-425,1
Sürətli şarj,Bəli,40
Part number,2E-TMX03,1
Çəki,"50,8 kq (112.0 lb)",3
Random 4K,540000 IOPS oxuma / 47000 IOPS yazma,1
Çəki / ölçülər,5.4 kq (11.9 lbs) | 539.8x199.7x504.8 mm,1
Ekran,"23.8"", FHD 1920x1080, 250 nits, 75 Hz",1
Brelok deşiyi,Bəli,4
Tip,"18-bay 2U hybrid enterprise NAS (QuTS hero), redundant PSU",1
Firewall (1518/512/64 byte UDP),10 / 10 / 6 Gbps,2
Portlar,"RJ-9 qulaqlıq yuvası, genişləndirmə modulu portu",1
Effective Output Power,2700 W,1
Forma,"2.5""",18
Ölçülər (U×E×H),90 × 70 × 101 mm,1
Düymə sayı,"4 düymə (Sol, Sağ, Diyircək və DPI dəyişmə düyməsi)",1
Ekran,"27"", FHD 1920x1080, 300 nits, 60 Hz",1
Sertifikat,"Microsoft Teams, Zoom",1
Kabel,0.5 m,1
Aggregate,~3 Gbps,1
İstehsal,Made in Taiwan,26
Konnektor 2,USB C,9
Model,X753,1
Part number,2E-CPG-006,1
USB,Hi-Speed USB 2.0 (device),1
Model,Dell Pro Compact Silent KM555,1
Model,Lenovo ThinkBook 16 G9,4
Volume,0.0039 m³,2
Seriya,Liebert itON,2
Ölçü (H×D×W),44 × 209 × 250 mm,2
Soket,FCLGA1200,3
Part number,6B8U6AA,1
AWG,24/28,1
Part Number,73C12AA,1
Model,Dell Pro 27 Plus P2725D,1
Model,X757,1
Resurs,25 000 saat,1
Part number,2E-SPEED-XL-YW-PRO,1
Ekran,"34"" WQHD (3440×1440) 400 nit 120 Hz",1
IPsec VPN (512 byte),7.1 Gbps,2
Keş,Yoxdur,1
Qoşulma,"2.4 GHz Wi-Fi, Tapo mobil tətbiqi ilə 24/7 canlı nəzarət",1
Protokollar,"Power Delivery 3.0 (PD3.0), PPS Super Fast Charging, Quick Charge 4+/3.0, SCP, FCP, AFC, Apple 5V2.4A, Samsung 5V2.4A",1
Daxili yaddaş,Yoxdur (480 GB SSD FG-121 q-dədir),1
Ethernet,Dual GigE · 802.3af PoE,3
Dönmə,7200 rpm,5
PoE,"410 W, IEEE 802.3af/at, port 1–48",1
Port,USB Type-C,4
Parlaqlıq,"250 cd/m² (tipik), 1000 cd/m² (HDR pik)",1
Batareya / adapter,"20000 mAh (73 Wh), 140 W max",1
Bağlantı,USB-A + Bluetooth,1
Tutum,6 000 səh (ISO/IEC 19752),2
Rəng,Qara / qırmızı,3
Zəmanət,5 il (məhdud),13
Korpus,Stand up,5
Zəmanət,2 il (HyperX),96
Sertifikat,"UL 2900-1, IEC 62443-4-2 (cybersecurity), secure boot",1
Purpose,TV mounting,5
Tip,"Seagate Exos 7E10 3.5"" enterprise HDD (512e/4Kn FastFormat, Standard)",3
Amount,100 pcs,1
Part number,RZ38-04900300-R3G1,1
Analoq,2 × FXO · 2 × FXS,1
Əlavə xüsusiyyətlər,"Dolby Audio/Atmos; Harman audio; SSD Opal şifrələmə; Korpus: Aluminium (top), PC-ABS (bottom)",2
Giriş/çıxış,"220/380, 230/400, 240/415 Vac (3P4 W + G)",2
Serial,RS-232 / RS-485,1
PMIC,Modul üzərində (1.1 V),2
Media,"MMF, fiber optic",2
Model,CP-9971-C-K9 (Hardware V11),1
Uyğunluq,"Smartphone, Tablet",1
Model,EU-5 V-0-6A,1
Tip,Smart/Cloud idarə olunan Layer 2 Gigabit kommutator (HPE Instant On 1830),6
Audio,2×2 W dinamik,1
Part number,TS-1264U-RP-8 q,1
Digər I/O,RJ-45 konsol; USB 3.0 WWAN (cellular failover),1
Əvəzedici batareya,RBC6,1
Soyutma,Heatsink,10
Ölçülər,66 × 39.8 × 30.1 mm,2
Çəki,"təxminən 10,9 kq",1
Şəbəkə portları,2 × 10/100BASE-TX RJ-45 Ethernet (Switch),5
Rəng,ağ-mavi,2
Standart,802.11ax (Wi-Fi 6),2
Kabel tipi,Passiv,3
PoE,"55 W, IEEE 802.3af/at, port 1–8 (port başına 30 W-ə qədər)",1
Part number,JL558A,1
Material,"Alüminium korpus, örgülü",4
Kağız çəkisi,65 - 120 q/m²,4
Part Number,4Z7X5AA,1
Korpus,Döner qapaq (swivel),4
Tip,"Seagate Exos M 3.5"" enterprise HDD (Mozaic 3+ HAMR, 512e ISE)",3
Tip,Açılış sensoru,1
Tətbiq,Headset–PC USB bağlantısı,1
Tip,10Gbps SFP+ BiDi WDM Single Mode Optik Modul (10GBASE-BX),2
Yük,800 kq statik,1
Model,YNDX-00547,1
Form faktor,1U rack,2
USB-A,2 × 18 W (hər port),1
Xüsusiyyət,Plug and Play,1
Prosessor,1 GHz Dual Core,1
Part number,R3X86A,1
Part number,ECS1552FP,1
Host interfeys,RJ-45,1
MTBF,366 919 saat,1
Part number,63D6UAT3EU,1
Part number,JL686B,1
Maximum load current,16 A,8
Random oxuma (4KB),58500 IOPS,1
Çəki,"təxminən 2,2 kq",1
Switch,Clicky Optical Purple,1
Xüsusiyyətlər,"WoL, PXE, MAC pass-through",1
Çəki,3.01 kq,1
Part Number,4P5E2AA,1
Məsafə,220 m (62.5/125 µm) / 500 m (50/125 µm),1
Model,HP Z4 G5 Tower,2
Part Number,51P68AA,1
Ekran,"27"" Full HD (1920×1080) IPS/UWVA 250 nit 100 Hz",1
Çəki / ölçülər,7.9 kq (17.4 lbs) | 613.8x204.7x584.6 mm,2
BLF / Speed Dial,48 digital düymə,2
Düymə resursu,10 milyon basılma ömrü,1
Tam ad,HPE LTO-9 Ultrium 45TB WORM Custom Labeled 20 Data Cartridges with Cases,1
Peak current,1 A,2
Xətt sayı,"16 proqramlaşdırılan xətt/funksiya düyməsi (iki rəngli LED), 4 kontekstual soft-key",1
Korpus,"Alüminium, örgülü",1
Yaddaş,512 GB SSD | M.2 2280 | PCIe 4.0 | Opal 2.0 | TLC,13
Protokollar,"SNMP v1/v2c/v3, Modbus TCP, HTTP/HTTPS",1
Part number,2E-CBN315BG,1
Wi-Fi,Yox,1
Model,Alienware AW2725D,1
Çıxış gərginliyi,"5, 9 V",1
Part number,RZ01-04870100-R3G1,1
Tutum,"7,5 Ah",1
Protokollar,"SNMP v1/v2c/v3, HTTP/HTTPS (BACnet/Modbus yox — DP modelindədir)",1
RAID səviyyələri,"0, 1, 5, 6, 10, 50, 60",1
Bağlantı,"3.5 mm, USB Type-C",3
Forma faktoru,240-pin Registered DIMM (RDIMM),1
Firewall (SPI),4 Gbps,1
Prosessor,1.2 GHz Quad Core; 2 GB RAM; opsional 500+ GB HDD,2
Part number,SFYR2S/4T0,1
Part number,R8R46A,1
Adaptive Sync,"VESA Adaptive-Sync, AMD FreeSync Premium",1
Əlavə,"One Touch Auto-backup; Transcend Elite (AES şifrələmə, disk kilidi)",4
Volume,0.0191 m³,1
İnterfeys,Wireless 2.4 GHz,2
Ölçü (E×D×H),101.85 × 147.0 × 20.2 mm,1
PoE,Yoxdur (PoE variantlar: 424E-POE 250 W / 424E-FPOE 421 W),1
RJ45 Portlar,24 × 10/100/1000BASE-T PoE/PoE+ portu (IEEE 802.3af/at),1
Gecə görüntüsü,850 nm IR LED ilə 12 metrə qədər aydın gecə görmə,1
Rəng,Meteor Silver,5
Simsiz şarj gücü,20 W,2
Part number,R9D16A,1
Model,HP LaserJet MFP M141 W,1
İş temperaturu,0 - 40 °C,6
Tip,Wireless professional headset (Third Edition),1
Sürət sinfi,"Class 10, Class 3 (U3), V30",5
Oxuma / yazma,560 / 530 MB/s,4
Tezlik,40–70 Hz (autosensing),1
Part number,2E-MF110UW,1
Növ,Cable kit,1
İlk səhifə (qara),13 san,1
Görüntü,Gecə və gündüz görüntüsü,1
Part number,TS-832PXU-4 q,1
Model,GWN7670,1
Konnektor 2,RS-232 dB-9 (Qadın / Female Serial),1
Növ,Fibre Channel HBA,1
Standart,802.11ac Wave-2,3
Çəki,350 q,12
SSD tutumu,1920 GB,3
Dərinlik,246.9 mm,2
Output voltage,220 V / 230 V / 240 V / 208 V,2
Part number,827M6EA,1
Tezlik,5600 MT/s (JEDEC; seriya XMP/EXPO ilə 7200-ə qədər),2
Çəki,"təxminən 111,8 kq",1
Switching capacity,56 Gbps,2
Seriya,Apacer DDR4 Notebook Memory,1
Açıq dövrə gərginliyi (Voc),"46,5 V",1
Giriş/çıxış gərginliyi,230 V (220/240 V konfiqurasiya oluna bilər),1
Çəki,0.64 kq,1
Qrafika,NVIDIA GeForce RTX 5070 Ti 16GB,1
Ölçülər,142.3 × 103.4 × 64.3 mm,2
Hündürlük,139.7 mm,2
Tip,FortiGate 51 q-SFP-PoE — desktop NGFW + PoE+ + SFP + SSD,1
Uyğun məhsullar,SDXC/SDHC/SD/Extreme I III SD/Ultra II SD/MMC,1
Part number,4A8D4A,1
Vəziyyəti,"İşlənmiş (2-ci əl, test edilmiş, tam saz vəziyyətdə)",1
Xətt sayı,"6 proqramlaşdırılan xətt/funksiya düyməsi, 4 dinamik soft-key",1
Çəki,"16,3 kq",1
Part number,21UX0096FW,1
Ölçü,450 × 400 × 5 mm,2
Korpus,Akustik parça,7
Part number,2E-MF250WBL,1
Fırlanma bucağı,360° üfüqi (Pan) və 114° şaquli (Tilt) əhatə,1
Laptop Form Factor,"17""",6
Ölçülər,124.5 × 56 × 27.27 mm,1
Part number,DTDUO3CG3/64GB,1
Model,Lenovo ThinkPad Essential 13-14-inch Slim Topload Eco,1
Part number,2EdgeRED,1
Model,M751,1
Layout,RU,9
Part number,21QA001FRT,1
İş temperaturu,0°C ~ 60°C; qidalanma: 5 V,9
Part number,540-BBVM,1
Pulsasiya əmsalı,<1% (maks. parlaqlıqda),1
Forma,"SFP, hot-plug",1
Part number,700751-B21,1
Switch,Razer Yellow (linear),1
Protokollar,SCCP və SIP (Cisco CUCM / CallManager / CME),1
Part number,G&G-106R02773,1
Tip,USB Micro konsol idarəetmə kabeli (P/N: 37-1090-01),1
Model,CR125,1
Bağlantı,HyperSpeed 2.4 GHz + USB-C,3
Çəki,"Maks. 13.14 kq (4×3.5"") / 11.74 kq (8×2.5"")",3
Model,CR113,1
Rəng,Qara / Sarı,1
Tip,Smart Managed Layer 2 Gigabit PoE+ kommutator,1
Part number,2ECARTVCS,1
Çəki,260 q,9
Part number,210-AZZG,1
Xüsusiyyət,cable management system / VESA quick release plate,3
Ölçü,42.2 × 15 × 6.7 mm,1
Hündürlük,508 mm,1
EAN,4549821037834,1
Çəki,322 q,1
Prosessor,"12-ci nəsil Intel Core i5-12500 vPro — 6 nüvə / 12 axın, 18 MB, 65 Vt, 3.00–4.60 GHz",1
Məsafə,"OM3/OM4 multimode, 300 m-ə qədər",1
Tutum,2TB,11
Dimensions (WxHxD) with Stand,955x238x599 mm,1
Motherboard Power Connector,24 pin,2
Zəmanət,12 ay,15
Batareya,100 saat,6
SLC cache,SLC 200GB,1
Qeyd,"Instant Secure Erase; FastFormat 512e→4Kn; idle 6.9 W, max random 9.5 W; 10–60 °C",2
PCIe,1 × PCIe Gen3 x8,2
Yaddaş (bu konfiq),256 GB M.2 PCIe NVMe SSD,3
Part number,12SA002URU,1
Montaj,In-Wall,1
Dimensions (ShhVhT),38.9x28.5x7 cm,1
Prosessor,540 MHz,1
Təyinat,PC/Server,3
Ölçülər (açıq),2.400 × 905 mm,1
Sürücü,TriForce Bio-Cellulose 50 mm,4
İnterfeys,SAS 12 Gb/s,15
Portlar,12 × SFP+,1
Standart,USB-C PD,1
Çəki,7 q,7
Portlar,1 × USB-A,2
Portlar,"1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On; 2x USB-C (Thunderbolt 4 / USB4 40Gbps), with USB PD 3.0 and DisplayPort 2.1; 1x HDMI 2.1, up to 4K/60 Hz; 1x Headphone / microphone combo jack (3.5 mm); NVMe password; Power-on password; Supervisor password; System management password; Certificate-based BIOS authentication; FIDO (Fast Identity Online) authentication",2
Rəng,Qara (Black),10
Kağız,250 + 1 əl slotu (standart 251); opsional 550; maks. 801,1
Prosessor,Intel Core i5-14500T,1
Part number,FG-101F,1
Tip,"8-bay 2U rack NAS, redundant PSU",1
HDR,HDR10; DSC dəstəyi,1
Xüsusiyyət,Plug & Play / Soft Touch / Silent Keys,1
Səs,THX Spatial Audio + haptik,1
Platforma,PlayStation,1
Konsol,USB-C console + USB-A host,6
Zəmanət,Vertiv rəsmi zəmanət,5
Model,2GB 1Rx8 PC3-12800U 11-11-A1,1
Düymə,114,1
Part number,LI32111CT00,1
Texnologiyalar,"AMD FreeSync dəstəyi, TÜV Rheinland sertifikatlı ComfortView və Flicker-Free texnologiyası",1
App,BLUETTI App,1
Wi-Fi,Intel Wi-Fi 6 AX201 (802.11ax),1
Tip,4-bay 1U short-depth rack NAS,1
Notebook compartment (ShhVhT),39.5x27.9x5.5 cm,1
Model,Lenovo ThinkVision T34 W-30,1
Ölçü,62.85 × 120.24 × 40.7 mm,1
En,45.5 mm,1
Part number,AP512GAS725B-1,1
İnterfeys,WLAN,1
Düymə sayı,5+ proqramlaşdırılan funksional düymə,1
RAM,16 GB DDR5 (1×16 GB),2
Part number,21NU00J7FW,1
Çap texnologiyası,Termal birbaşa çap,3
macOS,Mac OS 8.6,1
Operativ yaddaş,24GB LPDDR5X 7467,1
Operativ yaddaş,16GB DDR4,5
Rəng,Qara-qırmızı,8
Giriş cərəyanı,2.4 A,1
Wi-Fi,"dual-band 2.4/5 GHz, 802.11b/g/n/",2
Kabel,inteqrasiya olunmuş USB-C 12 cm,2
Çəki,min. 1.79 kq,2
Anten,6 daxili: 2× dual-band 2.4/5 GHz + 2× 6 GHz + 1× BLE/ZigBee + 1× GPS,1
Ölçü,12.6 × 39 × 4.9 mm,1
Tip,Leatherette / leather qulaqlıq yastığı dəsti,1
Forma faktor,Rack/Tower 5U,3
Model,Dell SFP+ SR 10GbE,1
Portlar,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1); 1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On; 2x Thunderbolt 4, with USB PD 45-65 W and DisplayPort 2.1; 1x HDMI 2.1, up to 4K/60 Hz; 1x Headphone / microphone combo jack (3.5 mm); 1x Ethernet (RJ-45); Touch style fingerprint reader integrated in power button, match-on-chip; No fingerprint reader; Certificate-based BIOS authentication; FIDO (Fast Identity Online) authentication",2
USB,"2× USB 3.1, 1× USB 2.0, 1× USB Type-C",1
Model,Dell UltraSharp U3425WE,1
Ekran,"16"", WUXGA 1920x1200, IPS, 400 nits, 60 Hz, Non-Touch, Anti-glare, 45%NTSC",2
Operativ yaddaş,8GB(1x8GB) DDR4 3200,1
RBC,APCRBC140 (2 ədəd),1
Layout,2 x 16 GB,2
İlk səhifə (rəng),13 san,1
Form faktor,Ambidextrous,2
Səth,"Anti-glare, 3H",1
Rəng,Dark Blue,2
Dimensions (ShhVhT),34x49x24 cm,1
Güc,650 VA / 375 W,1
Zəmanət,1 il (bu qiymətə; Dell platformasında 3 il Advanced Exchange mövcuddur),1
Uyğunluq,Universal,19
Bağlantı,"Wired, USB Type-A",1
Part number,21YC003UFW,1
Ölçü (D×E×H),150 × 177 × 37 mm,1
Gecikmə,10 ms (2.4 GHz),2
Maximum output power,2.5 mW,5
Part number,ECW220S,1
Komplekt,"Yığılı (MN); şüşə qapı, yanlar, 4×19"" rels",2
Operativ yaddaş,32 GB LPDDR5x-8533,1
Seriya,UGREEN Revodok Pro 313,1
İdarəetmə,GWN.Cloud / embedded controller,3
Kabel uzunluğu,1.8 m,1
QNAP SKU,7212324T-7050000-000-RS,1
Səs gücü,18 Vt,3
Zəmanət,12 months,76
Part Number,GXE3-3000IRT2UXL,1
Rəng,Titan qara,2
Kommunikasiya,"USB, RS-232, IntelliSlot, REPO",1
Təhlükəsizlik,"Daxili səs və işıq siqnalizasiyası (Siren), Məxfilik rejimi (Privacy Mode)",1
Portlar,"2x USB-C, 1x USB-A",1
ECC,Bəli,7
Çəki,"1.91 kq (bu konfiq, Dell labs)",1
Form faktor,Rackmount 2U,1
TPM,2.0,3
Qoruma,Water resistant,3
Model,24189-999-799,1
Qorunma,Nəmə və maye sıçramalarına qarşı daxili qoruyucu konstruksiya,1
Rəng,blue,1
